"ID","YearStart","YearEnd","Who_Region","RegionAbbr","SurveySiteAbbr","SurveySite","DataSource","Country","CountryAbbr","Class","Topic","ShortQuestionText","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"363542","2011","2011","European Region","EUR","lo100","Slovakia - National","GYTS","Slovakia","lo","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","46.5","","","41.9","51.3","838","48.669026","19.699024","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363767","2011","2011","European Region","EUR","si100","Slovenia - National","GYTS","Slovenia","si","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","49.6","","","39.3","60.0","251","46.151241","14.995463","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"359316","2008","2008","European Region","EUR","xg100","Srpska - National","GYTS","Srpska","xg","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","60.3","","","54.0","66.2","282","46.043839","20.100543","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"352736","2004","2004","European Region","EUR","ti100","Tajikistan - National","GYTS","Tajikistan","ti","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","","~","Insufficient Sample Size.","","","","38.861034","71.276093","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"366608","2012","2012","European Region","EUR","tu100","Turkey - National","GYTS","Turkey","tu","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","53.7","","","43.7","63.3","288","38.963745","35.243322","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363803","2011","2011","European Region","EUR","up100","Ukraine - National","GYTS","Ukraine","up","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","54.2","","","39.7","68.1","405","48.379433","31.16558","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"361322","2009","2009","Region of the Americas","AMR","ac100","Antigua and Barbuda - National","GYTS","Antigua and Barbuda","ac","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","31.6","","","18.5","48.4","52","17.060816","-61.796428","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"356159","2007","2007","Region of the Americas","AMR","ar100","Argentina - National","GYTS","Argentina","ar","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","48.2","","","42.8","53.6","736","-38.416097","-63.616672","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"351879","2004","2004","Region of the Americas","AMR","bf100","Bahamas - National","GYTS","Bahamas","bf","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","19.6","","","8.0","40.7","47","25.03428","-77.39628","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"356195","2007","2007","Region of the Americas","AMR","bb100","Barbados - National","GYTS","Barbados","bb","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","19.6","","","12.5","29.2","114","13.193887","-59.543198","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"360017","2008","2008","Region of the Americas","AMR","bh100","Belize - National","GYTS","Belize","bh","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","34.4","","","22.2","49.1","84","17.189877","-88.49765","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"369721","2012","2012","Region of the Americas","AMR","bl100","Bolivia, Plurinational State of - National","GYTS","Bolivia, Plurinational State of","bl","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","51.1","","","38.1","64.0","244","35.659203","139.721813","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"360493","2008","2008","Region of the Americas","AMR","cs100","Costa Rica - National","GYTS","Costa Rica","cs","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","23.7","","","18.2","30.2","264","9.748917","-83.753428","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362833","2010","2010","Region of the Americas","AMR","cu100","Cuba - National","GYTS","Cuba","cu","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","39.6","","","31.3","48.6","315","21.521757","-77.781167","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"361286","2009","2009","Region of the Americas","AMR","do100","Dominica - National","GYTS","Dominica","do","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","25.6","","","15.9","38.6","91","15.414999","-61.370976","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"352556","2004","2004","Region of the Americas","AMR","dr100","Dominican Republic - National","GYTS","Dominican Republic","dr","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","18.6","","","12.1","27.7","243","18.735693","-70.162651","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"361837","2009","2009","Region of the Americas","AMR","es100","El Salvador - National","GYTS","El Salvador","es","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","21.7","","","15.8","28.9","278","13.794185","-88.89653","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"361613","2009","2009","Region of the Americas","AMR","gj100","Grenada - National","GYTS","Grenada","gj","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","16.2","","","10.0","25.3","126","12.1165","-61.679","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"360565","2008","2008","Region of the Americas","AMR","gt100","Guatemala - National","GYTS","Guatemala","gt","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","51.7","","","44.5","58.9","402","15.783471","-90.230759","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362227","2010","2010","Region of the Americas","AMR","gy100","Guyana - National","GYTS","Guyana","gy","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","31.2","","","18.9","46.8","145","4.860416","-58.93018","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362264","2010","2010","Region of the Americas","AMR","jm100","Jamaica - National","GYTS","Jamaica","jm","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","44.5","","","38.0","51.1","162","18.109581","-77.297508","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363940","2011","2011","Region of the Americas","AMR","mx100","Mexico - National","GYTS","Mexico","mx","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","39.3","","","31.7","47.4","256","23.634501","-102.552784","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"345381","2000","2000","Region of the Americas","AMR","mh100","Montserrat - National","GYTS","Montserrat","mh","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","","~","Insufficient Sample Size.","","","","16.742498","-62.187366","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"360280","2008","2008","Region of the Americas","AMR","pm100","Panama - National","GYTS","Panama","pm","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","33.5","","","22.3","47.0","104","8.537981","-80.782127","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"360891","2008","2008","Region of the Americas","AMR","pa100","Paraguay - National","GYTS","Paraguay","pa","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","32.8","","","21.5","46.6","407","-23.442503","-58.443832","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"357015","2007","2007","Region of the Americas","AMR","pe100","Peru - National","GYTS","Peru","pe","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","66.3","","","60.1","72.1","935","-9.189967","-75.015152","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362301","2010","2010","Region of the Americas","AMR","sc100","Saint Kitts and Nevis - National","GYTS","Saint Kitts and Nevis","sc","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","","~","Insufficient Sample Size.","","","","17.357822","-62.782998","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363343","2011","2011","Region of the Americas","AMR","st100","Saint Lucia - National","GYTS","Saint Lucia","st","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","12.0","","","6.1","22.3","68","13.909444","-60.978893","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363379","2011","2011","Region of the Americas","AMR","vc100","Saint Vincent and the Grenadines - National","GYTS","Saint Vincent and the Grenadines","vc","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","18.7","","","11.5","28.9","120","13.252818","-61.197096","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"361650","2009","2009","Region of the Americas","AMR","ns100","Suriname - National","GYTS","Suriname","ns","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","29.8","","","21.5","39.6","103","3.919305","-56.027783","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363824","2011","2011","Region of the Americas","AMR","td100","Trinidad and Tobago - National","GYTS","Trinidad and Tobago","td","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","29.4","","","22.2","37.8","157","10.691803","-61.222503","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"357810","2007","2007","Region of the Americas","AMR","uy100","Uruguay - National","GYTS","Uruguay","uy","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","63.9","","","58.8","68.7","451","-32.522779","-55.765835","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362336","2010","2010","Region of the Americas","AMR","ve100","Venezuela, Bolivarian Republic of - National","GYTS","Venezuela, Bolivarian Republic of","ve","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","25.5","","","16.9","36.6","77","38.90375","-77.058938","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"346918","2001","2001","Region of the Americas","AMR","vi100","Virgin Islands (British) - National","GYTS","Virgin Islands (British)","vi","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","","~","Insufficient Sample Size.","","","","51.510691","-0.155072","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"357425","2007","2007","South-East Asia Region","SEAR","bg100","Bangladesh - National","GYTS","Bangladesh","bg","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","38.3","","","17.2","64.9","67","23.684994","90.356331","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362418","2009","2009","South-East Asia Region","SEAR","bt100","Bhutan - National","GYTS","Bhutan","bt","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","23.7","","","16.4","33.0","115","27.514162","90.433601","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362454","2009","2009","South-East Asia Region","SEAR","in100","India - National","GYTS","India","in","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","47.0","","","38.1","56.1","392","20.593684","78.96288","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362490","2009","2009","South-East Asia Region","SEAR","id100","Indonesia - National","GYTS","Indonesia","id","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","51.1","","","40.3","61.7","610","-0.789275","113.921327","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363843","2011","2011","South-East Asia Region","SEAR","mv100","Maldives - National","GYTS","Maldives","mv","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","34.0","","","24.1","45.7","61","1.977247","73.536103","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363961","2011","2011","South-East Asia Region","SEAR","bm100","Myanmar - National","GYTS","Myanmar","bm","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","39.2","","","28.0","51.6","95","21.913965","95.956223","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363997","2011","2011","South-East Asia Region","SEAR","np100","Nepal - National","GYTS","Nepal","np","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","27.1","","","12.8","48.6","41","28.394857","84.124008","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"364034","2011","2011","South-East Asia Region","SEAR","ce100","Sri Lanka - National","GYTS","Sri Lanka","ce","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","20.3","","","10.8","34.8","55","7.873054","80.771797","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362615","2009","2009","South-East Asia Region","SEAR","th100","Thailand - National","GYTS","Thailand","th","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","47.9","","","41.4","54.6","725","15.870032","100.992541","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362651","2009","2009","South-East Asia Region","SEAR","tt100","Timor-Leste - National","GYTS","Timor-Leste","tt","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","55.0","","","43.4","66.1","138","-8.874217","125.727539","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362371","2010","2010","Western Pacific Region","WPR","cb100","Cambodia - National","GYTS","Cambodia","cb","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","","~","Insufficient Sample Size.","","","","12.565679","104.990963","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"360229","2008","2008","Western Pacific Region","WPR","cw100","Cook Islands - National","GYTS","Cook Islands","cw","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","6.5","","","5.5","7.8","164","-21.236736","-159.777671","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"361955","2009","2009","Western Pacific Region","WPR","fj100","Fiji - National","GYTS","Fiji","fj","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","37.5","","","27.3","49.0","128","-17.713371","178.065032","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"364070","2011","2011","Western Pacific Region","WPR","gq100","Guam - National","GYTS","Guam","gq","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","4.6","","","1.6","12.7","90","13.444304","144.793731","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"361992","2009","2009","Western Pacific Region","WPR","hk100","Hong Kong, China - National","GYTS","Hong Kong, China","hk","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","65.6","","","45.5","81.3","47","22.396428","114.109497","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362028","2009","2009","Western Pacific Region","WPR","kr100","Kiribati - National","GYTS","Kiribati","kr","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","24.4","","","17.9","32.3","164","1.870919","-157.362601","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"360373","2008","2008","Western Pacific Region","WPR","ks100","Korea, Republic of [South Korea] - National","GYTS","Korea, Republic of [South Korea]","ks","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","24.6","","","18.5","32.0","447","37.531893","126.919116","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"364107","2011","2011","Western Pacific Region","WPR","la100","Lao People's Democratic Republic - National","GYTS","Lao People's Democratic Republic","la","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","51.2","","","40.4","61.9","283","19.85627","102.495496","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362065","2009","2009","Western Pacific Region","WPR","my100","Malaysia - National","GYTS","Malaysia","my","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","53.4","","","46.0","60.6","477","4.210484","101.975766","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362101","2009","2009","Western Pacific Region","WPR","rm100","Marshall Islands - National","GYTS","Marshall Islands","rm","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","12.0","","","6.3","21.5","51","6.068302","171.942558","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"357296","2007","2007","Western Pacific Region","WPR","fm100","Micronesia, Federated States of - National","GYTS","Micronesia, Federated States of","fm","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","25.2","","","20.7","30.3","315","21.333528","-157.909491","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"357899","2007","2007","Western Pacific Region","WPR","mg100","Mongolia - National","GYTS","Mongolia","mg","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","79.0","","","67.8","87.0","120","46.862496","103.846656","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362910","2010","2010","Western Pacific Region","WPR","nc100","New Caledonia - National","GYTS","New Caledonia","nc","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","23.0","","","14.9","33.8","143","-20.904305","165.618042","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362946","2010","2010","Western Pacific Region","WPR","nz100","New Zealand - National","GYTS","New Zealand","nz","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","","—","No Data Available. Indicator was not included in survey.","","","","-40.900557","174.885971","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"354679","2005","2005","Western Pacific Region","WPR","ps100","Palau - National","GYTS","Palau","ps","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","","—","No Data Available. Indicator was not included in survey.","","","","7.51498","134.58252","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"357600","2007","2007","Western Pacific Region","WPR","pp100","Papua New Guinea - National","GYTS","Papua New Guinea","pp","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","51.6","","","47.1","56.0","558","-6.314993","143.95555","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"363417","2011","2011","Western Pacific Region","WPR","rp100","Philippines - National","GYTS","Philippines","rp","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","50.1","","","43.2","57.0","261","12.879721","121.774017","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"357758","2007","2007","Western Pacific Region","WPR","ws100","Samoa - National","GYTS","Samoa","ws","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","36.3","","","20.9","55.0","89","-13.759029","-172.104629","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"346417","2000","2000","Western Pacific Region","WPR","sn100","Singapore - National","GYTS","Singapore","sn","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","44.6","","","41.2","48.0","801","1.352083","103.819836","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"361366","2008","2008","Western Pacific Region","WPR","bp100","Solomon Islands - National","GYTS","Solomon Islands","bp","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","29.4","","","20.4","40.3","152","-9.64571","160.156194","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"362968","2010","2010","Western Pacific Region","WPR","tn100","Tonga - National","GYTS","Tonga","tn","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","29.0","","","21.3","38.1","334","-21.178986","-175.198242","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"355626","2006","2006","Western Pacific Region","WPR","tv100","Tuvalu - National","GYTS","Tuvalu","tv","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","23.7","","","23.4","24.1","91","-7.478442","178.679921","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"357974","2007","2007","Western Pacific Region","WPR","nh100","Vanuatu - National","GYTS","Vanuatu","nh","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","30.7","","","27.5","34.2","215","-15.376706","166.959158","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"358046","2007","2007","Western Pacific Region","WPR","vm100","Viet Nam - National","GYTS","Viet Nam","vm","","Access/Availability","Usually Buy their Cigarettes in a Store","Percentage of current smokers who reported they usually got their cigarettes by purchasing them in a store","","%","Prctg","Percentage","51.6","","","46.0","57.1","401","14.058324","108.277199","","T05","Q09","","Gender","GENDER","Total","G9901","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","—","No Data Available. Indicator was not included in survey.","","Footnote"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","~","Insufficient Sample Size. ","","Footnote"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GYTS","https://nccd.cdc.gov/GTSSDataSurveyResources/Ancillary/Documentation.aspx?SUID=1&DOCT=1","Data Source"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Missing bars in the chart view may indicate no data available or insufficient sample size. The footnote symbol and text is available in the table view, if applicable.","","Notes"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Confidence Interval (CI) –  A numeric range that consists of 95% confidence limits and indicates the confidence interval in the format (low endpoint – high endpoint)","","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Percentage (%): A weighted percentage reflecting the population estimate","","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sample Size (n): The unweighted number of cases.","","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Centers for Disease Control and Prevention. National Center for Chronic Disease Prevention and Health Promotion, Office of Smoking and Health, Global Tobacco Surveillance System Data (GTSSData) [online].","/tobacco/global/gtss/gtssdata/index.html","Suggested Citation"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fact Sheets","https://nccd.cdc.gov/GTSSDataSurveyResources/Ancillary/DataReports.aspx?CAID=1","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Country Reports","https://nccd.cdc.gov/GTSSDataSurveyResources/Ancillary/DataReports.aspx?CAID=3","Related Links"
